reproductiveCondition,occurrenceStatus,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,higherGeography,continent,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,georeferencedDate,dateIdentified,elevation,elevationAccuracy,hasCoordinate,hasGeospatialIssues
,PRESENT,1936-05-02,,123.0,123.0,1936.0,5.0,2.0,,,,,US,Idaho,Latah,,Open pine woods near crest of ridge one mile west of the Twins.,,,,,,,,,,,,False,False
,PRESENT,1949-07-01,,182.0,182.0,1949.0,7.0,1.0,,,,,US,Washington,,,Stevens pass.,,,,,,,,,,,,False,False
,PRESENT,1939-07-29,,210.0,210.0,1939.0,7.0,29.0,,,,,US,Washington,Pierce,,Mt. Rainier.,,,,,,,,,,,,False,False
,PRESENT,1991-07-28,,209.0,209.0,1991.0,7.0,28.0,,,,,US,Idaho,Madison,,"""Targhee National Forest: West Slope Big Hole Mountains: West Pine Creek Trail, just N of Ida Hwy 31.""",,,,,,,,,,,,False,False
,PRESENT,1953-07-23,,204.0,204.0,1953.0,7.0,23.0,,,,,US,Oregon,Marion,,21 miles northeast of Detroit on road to Olallie Lake.,,,,,,,,,,,,False,False
,PRESENT,1880,,,,1880.0,,,,,,,US,Washington,,,,,,,,,,,,,,,False,False
,PRESENT,1958-06-20,,171.0,171.0,1958.0,6.0,20.0,,,,,US,Idaho,,,Lookout pass.,,,,,,,,,,,,False,False
,PRESENT,1924-08-17,,230.0,230.0,1924.0,8.0,17.0,,,,,US,Washington,Whatcom,,Thickets in subalpine woods.,,,,,,,,,,,,False,False
,PRESENT,1975-09-20,,263.0,263.0,1975.0,9.0,20.0,,,,,US,Idaho,Bear Lake,,South end of the Cheatbeck Basin. 29 mi NNE Preston.,,,,,,,,,,,,False,False
,PRESENT,1949-07-07,,188.0,188.0,1949.0,7.0,7.0,,,,,US,Oregon,Josephine,,"Caves-Lake Mtn. Tr., Grayback Ar., Siskiyou Mts.",,,,,,,,,,,,False,False
,PRESENT,1896-07-16,,198.0,198.0,1896.0,7.0,16.0,,,,,US,Washington,Walla Walla,,Blue Mts.,,,,,,,,,,,,False,False
,PRESENT,1935-05-17,,137.0,137.0,1935.0,5.0,17.0,,,,,US,Idaho,Latah,,"Open woods at Camp Cougar, south slope of the Thatuna Hills.",,,,,,,,,,,,False,False
,PRESENT,1997-06-27,,178.0,178.0,1997.0,6.0,27.0,,,,,US,Washington,Garfield,,"Umatilla National Forest, intersection of Forest Road 40 and Forest Road 4022.",,,,,,,,,,,,False,False
,PRESENT,1958-06-14,,165.0,165.0,1958.0,6.0,14.0,,,,,US,Oregon,,,Blue Mts..,,,,,,,,,,,,False,False
,PRESENT,1937-08-08,,220.0,220.0,1937.0,8.0,8.0,,,,,US,Idaho,Adams,,"6 miles north of Bear R. S., Weiser National Forest",,,,,,,,,,,,False,False
,PRESENT,1954-06-13,,164.0,164.0,1954.0,6.0,13.0,,,,,US,Oregon,,,"Above the government camp, Mt. hood.",,,,,,,,,,,,False,False
,PRESENT,1896-07-15,,197.0,197.0,1896.0,7.0,15.0,,,,,US,Washington,Walla Walla,,On high ridges of the Blue Mtns.,,,,,,,,,,,,False,False
,PRESENT,1899-07-15,,196.0,196.0,1899.0,7.0,15.0,,,,,US,Idaho,Washington,,Deer Lake,,,,,,,,,,,,False,False
,PRESENT,1917-08-24,,236.0,236.0,1917.0,8.0,24.0,,,,,US,Oregon,Harney,,Steens Mountain,,,,,,,,,,,,False,False
,PRESENT,1894-07-21,,202.0,202.0,1894.0,7.0,21.0,,,,,US,Washington,Skamania,,Mountain meadow west of Peters.,,,,,,,,,,,,False,False
,PRESENT,1911-08-10,,222.0,222.0,1911.0,8.0,10.0,,,,,US,Idaho,Washington,,Tamarack,,,,,,,,,,,,False,False
,PRESENT,1923-05-25,,145.0,145.0,1923.0,5.0,25.0,,,,,US,Washington,Pend Oreille,,Pend Oreille Lakes.,,,,,,,,,,,,False,False
,PRESENT,1892-07-06,,188.0,188.0,1892.0,7.0,6.0,,,,,US,Idaho,,,Owyhee Mountains,,,,,,,,,,,,False,False
,PRESENT,1883-07-15,,196.0,196.0,1883.0,7.0,15.0,,,,,US,Montana,,,Headwaters of Jocko River,,,,,,,,,,,,False,False
,PRESENT,1921-08-14,,226.0,226.0,1921.0,8.0,14.0,,,,,US,Washington,King,,Mountain side above Corea.,,,,,,,,,,,,False,False
,PRESENT,1946-08-01,,213.0,213.0,1946.0,8.0,1.0,,,,,US,Idaho,Caribou,,"About 12 miles southwest of Auburn, Wyoming. On crest of Peale Mountains.",,,,,,,,,,,,False,False
,PRESENT,1940-07-15,,197.0,197.0,1940.0,7.0,15.0,,,,,US,Washington,Yakima,,"Alpine slopes of Mt. Aix, Snoqualmie Nat. Forest.",,,,,,,,,,,,False,False
,PRESENT,1929-05-25,,145.0,145.0,1929.0,5.0,25.0,,,,,US,Oregon,Lane,,McKenzie Pass.,,,,,,,,,,,,False,False
,PRESENT,1933-08,,,,1933.0,8.0,,,,,,US,Oregon,Marion,,"Breitenbush Hot Spring Trail, Mt. Jefferson.",,,,,,,,,,,,False,False
,PRESENT,1938-05-27,,147.0,147.0,1938.0,5.0,27.0,,,,,US,Idaho,Idaho,,Lolo Pass.,,,,,,,,,,,,False,False
,PRESENT,1957-07-25,,206.0,206.0,1957.0,7.0,25.0,,,,,US,Oregon,Union,,East Eagle Cr. Falls area.,,,,,,,,,,,,False,False
,PRESENT,1930-06-09,,160.0,160.0,1930.0,6.0,9.0,,,,,US,Oregon,Douglas,,"Rogue-Umpua Divide, Diamond Lake Road.",,,,,,,,,,,,False,False
,PRESENT,1883-06-29,,180.0,180.0,1883.0,6.0,29.0,,,,,US,Montana,,,Prickly Pear Creek,,,,,,,,,,,,False,False
,PRESENT,1971-06-28,,179.0,179.0,1971.0,6.0,28.0,,,,,US,Oregon,Wallowa,,Wallowa Mountains; about 1.5 mi. up Bowman Trail south of Lostine.,,,,,,,,,,,,False,False
,PRESENT,1896-08-12,,225.0,225.0,1896.0,8.0,12.0,,,,,US,Oregon,needs research,,below Crater Lake.,,,,,,,,,,,,False,False
,PRESENT,1899-07-15,,196.0,196.0,1899.0,7.0,15.0,,,,,US,Idaho,Washington,,Deer Lake,,,,,,,,,,,,False,False
,PRESENT,1957-06-07,,158.0,158.0,1957.0,6.0,7.0,,,,,US,Oregon,Baker,,at gate from East Eagle Creek Road leading to Cabin; East Eagle Creek Drainage.,,,,,,,,,,,,False,False
,PRESENT,2005-07-26,,207.0,207.0,2005.0,7.0,26.0,,,,,US,Idaho,Shoshone,,"St. Joe National Forest, continental divide road #3719.",,,,,,,,,,,,False,False
,PRESENT,1972-06-27,,179.0,179.0,1972.0,6.0,27.0,,,,,US,Oregon,Douglas,,"near the east fork of Abbott Creek; along drainages of the east fork of Abbott Creek, ca. 20 miles west of Crater Lake, near Abbott Butte.",,,,,,,,,,,,False,False
,PRESENT,1938-07-11,,192.0,192.0,1938.0,7.0,11.0,,,,,US,Oregon,Lane,,hills of Big Fall Creek well above HeHe For. camp.,,,,,,,,,,,,False,False
,PRESENT,1927-08-04,,216.0,216.0,1927.0,8.0,4.0,,,,,US,Oregon,Clackamas,,"near Mazama C., Mt. Hood.",,,,,,,,,,,,False,False
,PRESENT,1962-06-01,,152.0,152.0,1962.0,6.0,1.0,,,,,US,Oregon,Baker,,McCully Fork Creek above forest camp.,,,,,,,,,,,,False,False
,PRESENT,1962-06-01,,152.0,152.0,1962.0,6.0,1.0,,,,,US,Oregon,Baker,,near McCully Fork Creek above forest camp.,,,,,,,,,,,,False,False
,PRESENT,1972-06-12,,164.0,164.0,1972.0,6.0,12.0,,,,,US,Washington,Mason,,W. of Hood Canal; E. flank of Olym. Mtns. Access F.S. Rd. 2441.,,,,,,,,,,,,False,False
,PRESENT,1943-06-05,,156.0,156.0,1943.0,6.0,5.0,,,,,US,Washington,Lewis,,North shore of Reflection Lake. Dug from under snow for cytological material.,,,,,,,,,,,,False,False
,PRESENT,1943-06-05,,156.0,156.0,1943.0,6.0,5.0,,,,,US,Washington,Pierce,,"Rickseeker Point, Mt. Rainier Nat. Park.",,,,,,,,,,,,False,False
,PRESENT,1949-07-13,,194.0,194.0,1949.0,7.0,13.0,,,,,US,Oregon,Josephine,,"Lake Cr., Grayback Area. Siskiyou Mts.",,,,,,,,,,,,False,False
,PRESENT,1921-07-21,,202.0,202.0,1921.0,7.0,21.0,,,,,US,Washington,Okanogan,,Chelan National Forest. Sawtooth Ridge.,,,,,,,,,,,,False,False
,PRESENT,1944-05-26,,147.0,147.0,1944.0,5.0,26.0,,,,,US,Washington,Garfield,,Fir forest floor 18 miles south of Pomery in the Blue Mountains.,,,,,,,,,,,,False,False
,PRESENT,1911-06-05,,156.0,156.0,1911.0,6.0,5.0,,,,,US,Idaho,Latah,,Cedar Mt.,,,,,,,,,,,,False,False
,PRESENT,1980-07-16,,198.0,198.0,1980.0,7.0,16.0,,,,,US,Idaho,,,,,,,,,,,,,,,False,False
,PRESENT,1949-06-28,,179.0,179.0,1949.0,6.0,28.0,,,,,US,Oregon,Josephine,,"Grayback Cr., Siskiyou Mts.",,,,,,,,,,,,False,False
,PRESENT,1958-07-03,,184.0,184.0,1958.0,7.0,3.0,,,,,US,Idaho,Shoshone,,"Dismal Lake, about 25 miles s. of Avery.",,,,,,,,,,,,False,False
,PRESENT,1943-08-10,,222.0,222.0,1943.0,8.0,10.0,,,,,US,Washington,Lewis,,"Lake Louise, Mt. Rainier Nat. Park.",,,,,,,,,,,,False,False
,PRESENT,1913-07-15,,196.0,196.0,1913.0,7.0,15.0,,,,,US,Washington,Columbia,,Poverty Flat. Wenaha Forest Reserve.,,,,,,,,,,,,False,False
,PRESENT,1938-07-02,,183.0,183.0,1938.0,7.0,2.0,,,,,US,Idaho,Shoshone,,Ridge east of Freezeout Mountain. St. Joe National Forest.,,,,,,,,,,,,False,False
,PRESENT,1997-07-09,,190.0,190.0,1997.0,7.0,9.0,,,,,US,Idaho,Fremont,,"""Centennial Mountains: Targhee National Forest: head of Tin Cup Creek on divide above Hell Roaring Creek, ca 1.5 mi SW of the summit of Mt. Jefferson.""",,,,,,,,,,,,False,False
,PRESENT,1889-05,,,,1889.0,5.0,,,,,,US,Montana,Gallatin,,Mountains near Bozeman.,,,,,,,,,,,,False,False
,PRESENT,2007-07-11,,192.0,192.0,2007.0,7.0,11.0,,,,,US,Idaho,Boundary,,Gunshot Peak vic.,,,,,,,,,,,,False,False
,PRESENT,1960-05-17,,138.0,138.0,1960.0,5.0,17.0,,,,,US,Montana,Flathead,,Vic. Lion Creek in Swan Valley.,,,,,,,,,,,,False,False
,PRESENT,1938-05-27,,147.0,147.0,1938.0,5.0,27.0,,,,,US,Idaho,Idaho,,Lolo Pass.,,,,,,,,,,,,False,False
,PRESENT,1892-06-20,,172.0,172.0,1892.0,6.0,20.0,,,,,US,Washington,,,[no locality given on the label].,,,,,,,,,,,,False,False
,PRESENT,1936-07-01,,183.0,183.0,1936.0,7.0,1.0,,,,,US,Oregon,Jackson,,"Huckleberry Mountain, Rogue River National Forest.",,,,,,,,,,,,False,False
,PRESENT,1883-06-26,,177.0,177.0,1883.0,6.0,26.0,,,,,US,Washington,,,Mount Adams.,,,,,,,,,,,,False,False
,PRESENT,1953-07-23,,204.0,204.0,1953.0,7.0,23.0,,,,,US,Oregon,Marion,,21 miles northeast of Detroit on road to Olallie Lake.,,,,,,,,,,,,False,False
,PRESENT,2007-06-27,,178.0,178.0,2007.0,6.0,27.0,,,,,US,Idaho,Shoshone,,Ridge south of Moon Pass.,,,,,,,,,,,,False,False
,PRESENT,1974-06-29,,180.0,180.0,1974.0,6.0,29.0,,,,,US,Idaho,Custer,,Goat Creek in Sawtooth Wilderness Area,,,,,,,,,,,,False,False
,PRESENT,1920-08-25,,238.0,238.0,1920.0,8.0,25.0,,,,,US,Montana,Flathead,,Glacier National Park. (prob. Flathead Co.),,,,,,,,,,,,False,False
,PRESENT,1981-06-18,,169.0,169.0,1981.0,6.0,18.0,,,,,US,Idaho,Gem,,"Loop road, 3rd Fork Guard Station, near Huckle Berry Pass",,,,,,,,,,,,False,False
,PRESENT,1921-07-16,,197.0,197.0,1921.0,7.0,16.0,,,,,US,Montana,Gallatin,,Sour Dough Canyon.,,,,,,,,,,,,False,False
,PRESENT,1982-06-19,,170.0,170.0,1982.0,6.0,19.0,,,,,US,Idaho,Valley,,"Ponderosa State Park, North end loop road",,,,,,,,,,,,False,False
,PRESENT,2007-07-31,,212.0,212.0,2007.0,7.0,31.0,,,,,US,Idaho,Bonner,,"Kaniksu National Forest, Selkirk Mountains, trail to Pyramid Lake",,,,,,,,,,,,False,False
,PRESENT,1921-07-31,,212.0,212.0,1921.0,7.0,31.0,,,,,US,Montana,Powell,,"North Fork, about 15 miles out.",,,,,,,,,,,,False,False
,PRESENT,1933-07-10,,191.0,191.0,1933.0,7.0,10.0,,,,,US,Idaho,Valley,,[No locality given on label],,,,,,,,,,,,False,False
,PRESENT,1941-08-10,,222.0,222.0,1941.0,8.0,10.0,,,,,US,Washington,,,Base of Mt. St. Helens.,,,,,,,,,,,,False,False
,PRESENT,1973-10-07,,280.0,280.0,1973.0,10.0,7.0,,,,,US,Washington,Clallam,,Milepose 181 on highway 101.,,,,,,,,,,,,False,False
,PRESENT,1957-09,,,,1957.0,9.0,,,,,,US,Washington,Pierce,,Mt. Rainier.,,,,,,,,,,,,False,False
,PRESENT,1903-07-05,,186.0,186.0,1903.0,7.0,5.0,,,,,US,Montana,Glacier,,Midvale.,,,,,,,,,,,,False,False
,PRESENT,1965-06-16,,167.0,167.0,1965.0,6.0,16.0,,,,,US,Idaho,Teton,,5 miles west of Victor.,,,,,,,,,,,,False,False
,PRESENT,1975-08-16,,228.0,228.0,1975.0,8.0,16.0,,,,,US,Washington,Pierce,,Crystal Mt. Recreational area.,,,,,,,,,,,,False,False
,PRESENT,1961-07-29,,210.0,210.0,1961.0,7.0,29.0,,,,,US,Idaho,Lemhi,,[No locality given],,,,,,,,,,,,False,False
,PRESENT,1908-08-20,,233.0,233.0,1908.0,8.0,20.0,,,,,US,Montana,Carbon,,[No locality given.],,,,,,,,,,,,False,False
,PRESENT,1968-07-31,,213.0,213.0,1968.0,7.0,31.0,,,,,US,Washington,Asotin,,"Wenatchee Spring Road, 1.3 miles south.",,,,,,,,,,,,False,False
,PRESENT,1967-09-16,,259.0,259.0,1967.0,9.0,16.0,,,,,US,Washington,Kittitas,,"Stampede Pass, 0.5 mile East.",,,,,,,,,,,,False,False
,PRESENT,1961-07-29,,210.0,210.0,1961.0,7.0,29.0,,,,,US,Idaho,Lemhi,,Lost Trail Pass along US 93.,,,,,,,,,,,,False,False
,PRESENT,1923-08-27,,239.0,239.0,1923.0,8.0,27.0,,,,,US,Idaho,,,Trail to Elk Summit to Kooskooska. Selway Forest. (county unknown),,,,,,,,,,,,False,False
,PRESENT,1969-08-09,,221.0,221.0,1969.0,8.0,9.0,,,,,US,Washington,Kittitas,,At Stampede Pass.,,,,,,,,,,,,False,False
,PRESENT,1965-06-08,,159.0,159.0,1965.0,6.0,8.0,,,,,US,Idaho,Valley,,End of peninsula of Payette Lake. North Fork Payette River.,,,,,,,,,,,,False,False
,PRESENT,1914-06,,,,1914.0,6.0,,,,,,US,Washington,Whitman,,Palouse.,,,,,,,,,,,,False,False
,PRESENT,2002-07-27,,208.0,208.0,2002.0,7.0,27.0,,,,,US,Washington,Columbia,,"""Umatilla National Forest and Vicinity: Wenaha-Tucannon Willderness: Danger Point area on Smooth Ridge Trail, ca 33 mi E and 2 mi N of Walla Walla.""",,,,,,,,,,,,False,False
,PRESENT,1962-06-10,,161.0,161.0,1962.0,6.0,10.0,,,,,US,Montana,Ravalli,,"""Bitterroot National Forest: above Sheafman Creek, Bitterroot Mountains, ca 6 1/2 mi NW of Hamilton.""",,,,,,,,,,,,False,False
,PRESENT,1963-06-01,,152.0,152.0,1963.0,6.0,1.0,,,,,US,Montana,Missoula,,"""Lolo National Forest: East Fork Rattlesnake Creek, 12 mi NW of Missoula in Jocko Mountains.""",,,,,,,,,,,,False,False
,PRESENT,1970-08-18,,230.0,230.0,1970.0,8.0,18.0,,,,,US,Montana,Ravalli,,"""Sapphire Mountains: Bitterroot National Forest: Rye Creek-Sleeping Child Creek Divide, 12 1/2 mi E of Darby.""",,,,,,,,,,,,False,False
,PRESENT,1968-06-25,,177.0,177.0,1968.0,6.0,25.0,,,,,US,Montana,Missoula,,"""Lolo National Forest: Jocko Mountains, Butler Creek Watershed, 2.5 mi SW of TV Mountain, 7 mi N of Missoula.""",,,,,,,,,,,,False,False
,PRESENT,1948-07-11,,193.0,193.0,1948.0,7.0,11.0,,,,,US,Montana,Missoula,,East side Mission Range: 1/2 mi NE of Glacier Lake.,,,,,,,,,,,,False,False
,PRESENT,1963-08-21,,233.0,233.0,1963.0,8.0,21.0,,,,,US,Montana,Ravalli,,"""Bitterroot National Forest: near Rye Creek, Sleeping Child Creek Divide, 13 mi E of Darby.""",,,,,,,,,,,,False,False
,PRESENT,1959-05-28,,148.0,148.0,1959.0,5.0,28.0,,,,,US,Montana,Flathead,,Flathead National Forest: Coram Experimental Forest.,,,,,,,,,,,,False,False
,PRESENT,1933-07-22,,203.0,203.0,1933.0,7.0,22.0,,,,,US,Montana,Missoula,,Copper Cliff.,,,,,,,,,,,,False,False
,PRESENT,1941-05-11,,131.0,131.0,1941.0,5.0,11.0,,,,,US,Montana,,,Glacier National Park: Belton Hills.,,,,,,,,,,,,False,False
,PRESENT,1963-07-02,,183.0,183.0,1963.0,7.0,2.0,,,,,US,Montana,Missoula,,"""Lolo National Forest: Gold Peak, Jocko Mountains, 19 mi NE of Missoula.""",,,,,,,,,,,,False,False
,PRESENT,1959-08-31,,243.0,243.0,1959.0,8.0,31.0,,,,,US,Montana,Beaverhead,,U.S.S. Experiment Station: Summer Range: Tom''s Creek.,,,,,,,,,,,,False,False
,PRESENT,1941-05-11,,131.0,131.0,1941.0,5.0,11.0,,,,,US,Montana,,,Glacier National Park: Belton Hills.,,,,,,,,,,,,False,False
,PRESENT,1963-06-01,,152.0,152.0,1963.0,6.0,1.0,,,,,US,Montana,Missoula,,"""Lolo National Forest: East Fork Rattlesnake Creek, 12 mi NW of Missoula in Jocko Mountains.""",,,,,,,,,,,,False,False
,PRESENT,1970-06-24,,175.0,175.0,1970.0,6.0,24.0,,,,,US,Montana,Ravalli,,"""Sapphire Mountains: Bitterroot National Forest: Rye Creek-Sleeping Child Creek Divide, 12 1/2 mi E of Darby.""",,,,,,,,,,,,False,False
,PRESENT,1970-08-18,,230.0,230.0,1970.0,8.0,18.0,,,,,US,Montana,Ravalli,,"""Sapphire Mountains: Bitterroot National Forest: Rye Creek-Sleeping Child Creek Divide, 12 1/2 mi E of Darby.""",,,,,,,,,,,,False,False
,PRESENT,1962-06-30,,181.0,181.0,1962.0,6.0,30.0,,,,,US,Montana,Missoula,,"""Lolo National Forest: Wagon Mountain Road 3 mi W of Graves Creek, 21 mi SW of Missoula.""",,,,,,,,,,,,False,False
,PRESENT,1948-07-15,,197.0,197.0,1948.0,7.0,15.0,,,,,US,Montana,Missoula,,Flathead Range: Flathead National Forest: 1/2 mi E of Upper Holland Lake.,,,,,,,,,,,,False,False
,PRESENT,1968-08-02,,215.0,215.0,1968.0,8.0,2.0,,,,,US,Montana,Missoula,,"""Lolo National Forest: Jocko Mountains, Butler Creek Watershed, 2.5 mi SW of TV Mountain, 7 mi N of Missoula.""",,,,,,,,,,,,False,False
,PRESENT,1963-08-21,,233.0,233.0,1963.0,8.0,21.0,,,,,US,Montana,Ravalli,,"""Bitterroot National Forest: near Rye Creek, Sleeping Child Creek Divide, 13 mi E of Darby.""",,,,,,,,,,,,False,False
,PRESENT,1938-08-11,,223.0,223.0,1938.0,8.0,11.0,,,,,US,Montana,Ravalli,,Bitterroot National Forest: Black Bear Ranger Station.,,,,,,,,,,,,False,False
,PRESENT,1955-07-13,,194.0,194.0,1955.0,7.0,13.0,,,,,US,Montana,Missoula,,"""Swan Range: N of Upper Holland Lake, ca 80 mi NE of Missoula.""",,,,,,,,,,,,False,False
,PRESENT,1925-07-25,,206.0,206.0,1925.0,7.0,25.0,,,,,US,Montana,Missoula,,Seeley Lake.,,,,,,,,,,,,False,False
,PRESENT,1968-05-31,,152.0,152.0,1968.0,5.0,31.0,,,,,US,Montana,Missoula,,"""Lolo National Forest: Jocko Mountains, Butler Creek Watershed, 2.5 mi SW of TV Mountain, 7 mi N of Missoula.""",,,,,,,,,,,,False,False
,PRESENT,1998-07-17,,198.0,198.0,1998.0,7.0,17.0,,,,,US,Montana,Gallatin,,"""Gallatin Range: Gallatin National Forest: along trail ca 800 ft W of Sourdough (Bozeman) Creek, City of Bozeman Land, 10 mi S of Bozeman.""",,,,,,,,,,,,False,False
,PRESENT,1968-07-02,,184.0,184.0,1968.0,7.0,2.0,,,,,US,Montana,Missoula,,"""Lolo National Forest: Jocko Mountains, Butler Creek Watershed, 0.5 mi SW of TV Mountain, 8.5 mi N of Missoula.""",,,,,,,,,,,,False,False
,PRESENT,1989-08-08,,220.0,220.0,1989.0,8.0,8.0,,,,,US,Montana,Stillwater,,"""Beartooth Mountains: S of Mystic Lake, ca 28 mi WNW of Red Lodge.""",,,,,,,,,,,,False,False
,PRESENT,1927-08-01,,213.0,213.0,1927.0,8.0,1.0,,,,,US,Montana,Gallatin,,"""Middle Creek Canyon, Blackmore Lake Trail.""",,,,,,,,,,,,False,False
,PRESENT,2008-08-12,,225.0,225.0,2008.0,8.0,12.0,,,,,US,Montana,Carbon,,"""Beartooth Mountains: Gallatin National Forest: from Wyoming along trail NNE towards Crazy Mountain, ca 26-27.5 air mi WSW of Red Lodge.""",,,,,,,,,,,,False,False
,PRESENT,1960-05-17,,138.0,138.0,1960.0,5.0,17.0,,,,,US,Montana,Lake,,"""Flathead National Forest: Swan Valley, vicinity of Lion Creek.""",,,,,,,,,,,,False,False
,PRESENT,1948-07-12,,194.0,194.0,1948.0,7.0,12.0,,,,,US,Montana,Lake,,Mission Range: ca 6 mi SE of McDonald Lake.,,,,,,,,,,,,False,False
,PRESENT,1935-06-05,,156.0,156.0,1935.0,6.0,5.0,,,,,US,Montana,,,Glacier National Park: Headquarters.,,,,,,,,,,,,False,False
,PRESENT,1962-06-26,,177.0,177.0,1962.0,6.0,26.0,,,,,US,Montana,Missoula,,"""Lolo National Forest: Wagon Mountain Road, 3 mi W of junction with Graves Creek Road, 21 mi SW of Missoula.""",,,,,,,,,,,,False,False
,PRESENT,2000-08-22,,235.0,235.0,2000.0,8.0,22.0,,,,,US,Idaho,Valley,,Payette National Forest and Vicinity: Salmon River Mountains: Upper Payette Lake on Forest Hwy 21 at Twentymile Creek.,,,,,,,,,,,,False,False
,PRESENT,2007-07-01,,182.0,182.0,2007.0,7.0,1.0,,,,,US,Idaho,Bonner,,"North of Priest Lake, Rd. 1041.",,,,,,,,,,,,False,False
,PRESENT,2007-07-31,,212.0,212.0,2007.0,7.0,31.0,,,,,US,Idaho,Bonner,,"Kaniksu National Forest, Selkirk Mountains, trail to Pyramid Lake.",,,,,,,,,,,,False,False
,PRESENT,2003-07-14,,195.0,195.0,2003.0,7.0,14.0,,,,,US,Montana,Gallatin,,"""West Side of the Bridger Range: Gallatin National Forest: along South Cottonwood Creek, ca 8 mi NE of Bozeman.""",,,,,,,,,,,,False,False
,PRESENT,1997-07-21,,202.0,202.0,1997.0,7.0,21.0,,,,,US,Montana,Madison,,"""Madison Range: Beaverhead National Forest: along the north side of Papoose Creek, ca 3 mi SW of Hilgard Peak.""",,,,,,,,,,,,False,False
,PRESENT,1986-08-03,,215.0,215.0,1986.0,8.0,3.0,,,,,US,Idaho,Boundary,,Near the top of Copper Mountain.,,,,,,,,,,,,False,False
,PRESENT,2011-08-05,,217.0,217.0,2011.0,8.0,5.0,,,,,US,Idaho,Valley,,"Frank Church-River of No Return Wilderness; Black Burn Saddle, trail from Cold Meadows departs from trail leading to Crooked Creek.  Collection extant:  From ridgeline down to creek; ~1.5 miles.",,,,,,,,,,,,False,False
,PRESENT,2002-07-17,,198.0,198.0,2002.0,7.0,17.0,,,,,US,Idaho,Latah,,"Bald Mtn. Lookout, St. Joe National Forest.",,,,,,,,,,,,False,False
,PRESENT,2005-06-06,,157.0,157.0,2005.0,6.0,6.0,,,,,US,Idaho,Latah,,Great White Pine campground.,,,,,,,,,,,,False,False
,PRESENT,1992-07-08,,190.0,190.0,1992.0,7.0,8.0,,,,,US,Idaho,Teton,,"""Big Hole Mountains: Targhee National Forest: just E of Forest Road 253, ca 8 mi SW of Victor.""",,,,,,,,,,,,False,False
,PRESENT,1889-08,,,,1889.0,8.0,,,,,,US,Washington,,,Mount Rainier.,,,,,,,,,,,,False,False
,PRESENT,2004-07-01,,183.0,183.0,2004.0,7.0,1.0,,,,,US,Idaho,Latah,,Elk Creek Falls Recreation Area.,,,,,,,,,,,,False,False
,PRESENT,1949-06-29,,180.0,180.0,1949.0,6.0,29.0,,,,,US,Oregon,Josephine,,"Along the Grayback Trail, Oregon Caves National Monument and vicinity.",,,,,,,,,,,,False,False
,PRESENT,2007-07-31,,212.0,212.0,2007.0,7.0,31.0,,,,,US,Idaho,Bonner,,"Kaniksu National Forest, Selkirk Mountains, Pyramid Lake.",,,,,,,,,,,,False,False
,PRESENT,1933-08-13,,225.0,225.0,1933.0,8.0,13.0,,,,,US,Oregon,Hood River,,"Along the East Fork Hood River, near Sherwood Forest Camp, Mount Hood National Forest.",,,,,,,,,,,,False,False
,PRESENT,1929-08,,,,1929.0,8.0,,,,,,US,Washington,,,"Stevens Pass Region, Cascade Mountains.",,,,,,,,,,,,False,False
,PRESENT,1977-07-15,,196.0,196.0,1977.0,7.0,15.0,,,,,US,Idaho,Idaho,,"1 mile S of Camp Moosehorn, west side of upper Canyon Creek, in clear cut.",,,,,,,,,,,,False,False
,PRESENT,2005-07-09,,190.0,190.0,2005.0,7.0,9.0,,,,,US,Idaho,Clearwater,,Clearwater National Forest. Hidden Creek Camp.,,,,,,,,,,,,False,False
,PRESENT,1958-07-03,,184.0,184.0,1958.0,7.0,3.0,,,,,US,Idaho,Shoshone,,"Dismal Lake, about 25 miles south of Avery.",,,,,,,,,,,,False,False
,PRESENT,1933-08-13,,225.0,225.0,1933.0,8.0,13.0,,,,,US,Oregon,Wasco,,Along East Fork Hood River; near Sherwood Forest Camp; Mount Hood National Forest.,,,,,,,,,,,,False,False
,PRESENT,1929-07-01,,182.0,182.0,1929.0,7.0,1.0,,,,,US,Montana,,,"Echo Lake, Rocky Mountains, Flathead National Forest.",,,,,,,,,,,,False,False
,PRESENT,1933-07-24,,205.0,205.0,1933.0,7.0,24.0,,,,,US,Montana,,,"Glacier National Park, Sun Camp.",,,,,,,,,,,,False,False
,PRESENT,2006-07-19,,200.0,200.0,2006.0,7.0,19.0,,,,,US,Idaho,Shoshone,,Hoodoo Pass.,,,,,,,,,,,,False,False
,PRESENT,1907-08-02,,214.0,214.0,1907.0,8.0,2.0,,,,,US,Washington,,,Olympic Mountains. Elwha Valley.,,,,,,,,,,,,False,False
,PRESENT,1963-07-06,,187.0,187.0,1963.0,7.0,6.0,,,,,US,Idaho,,,"Ant Basin, Idaho, East Lago.",,,,,,,,,,,,False,False
,PRESENT,1946-08-15,,227.0,227.0,1946.0,8.0,15.0,,,,,US,Oregon,Wallowa,,Nine miles east of Imnaha.,,,,,,,,,,,,False,False
